Area,Price per Month,Address,City,Price,Name,contact_details
"1,009 ft²",Contact,Unit 1 - 3360 16 Street Southwest,"Calgary, AB",ContactContact,Jeff Robson,https://www.spacelist.ca/listings/800840/ab/calgary/for-lease/retail/unit_1-3360_16_street_southwest
"1,920 ft²","$5,280/mo",14387 Macleod Trail Southwest,"Calgary, AB","$33.00/sf/yr$5,280/mo",Paul Loutitt,https://www.spacelist.ca/listings/763945/ab/calgary/for-lease/retail/14387_macleod_trail_southwest
"2,711 ft²",Not available,57 - 3131 27 Street Northeast,"Calgary, AB","$1,300,000",Zawar Cheema,https://www.spacelist.ca/listings/805064/ab/calgary/for-sale/retail/57-3131_27_street_northeast
"6,905 ft²","$18,988/mo",10440 Macleod Trail Southeast,"Calgary, AB","$33.00/sf/yr$18,988/mo",Paul Loutitt,https://www.spacelist.ca/listings/524454/ab/calgary/for-lease/retail/10440_macleod_trail_southeast
"2,730 ft²","$5,687/mo",112 - 80 Sage Hill Road Northwest,"Calgary, AB","$25.00/sf/yr$5,687/mo",Fortesa Miloti,https://www.spacelist.ca/listings/715968/ab/calgary/for-lease/retail/112-80_sage_hill_road_northwest
945 ft²,"$1,968/mo",125 - 80 Sage Hill Road Northwest,"Calgary, AB","$25.00/sf/yr$1,968/mo",Fortesa Miloti,https://www.spacelist.ca/listings/715969/ab/calgary/for-lease/retail/125-80_sage_hill_road_northwest
"37,000 ft²","$111,000/mo",3870 Cornerstone Boulevard Northeast,"Calgary, AB","$36.00/sf/yr$111,000/mo",Paul Sandhu,https://www.spacelist.ca/listings/788152/ab/calgary/for-lease/retail/3870_cornerstone_boulevard_northeast
"2,510 ft²",Not available,"5,9,15 - 1015 Centre Street Northwest","Calgary, AB","$648,800",Yan Gong,https://www.spacelist.ca/listings/819024/ab/calgary/for-sale/retail/5915-1015_centre_street_northwest
"6,820 ft²",Not available,550 Riverfront Avenue,"Calgary, AB","$5,250,000",Nathan Kuntz,https://www.spacelist.ca/listings/800131/ab/calgary/for-sale/retail/550_riverfront_avenue
"11,000 ft²",Contact,1 - 4510 Macleod Trail Southwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/508302/ab/calgary/for-lease/retail/1-4510_macleod_trail_southwest
"4,029 ft²",Contact,Unit 13 - Crowfoot Crescent Northwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/796653/ab/calgary/for-lease/retail/unit_13-crowfoot_crescent_northwest
"2,337 ft²",Contact,Unit 30 - Crowfoot Crescent Northwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/813574/ab/calgary/for-lease/retail/unit_30-crowfoot_crescent_northwest
"1,145 ft²",Contact,1 - 7516 Macleod Trail SE,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/457107/ab/calgary/for-lease/retail/1-7516_macleod_trail_se
"1,008 ft²",Contact,1 - 2555 32 Street Northeast,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/795582/ab/calgary/for-lease/retail/1-2555_32_street_northeast
"2,722 ft²",Contact,2 - 2555 32 Street Northeast,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/795580/ab/calgary/for-lease/retail/2-2555_32_street_northeast
"2,102 ft²",Contact,Unit 108 - 417 10 Street Northwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/507822/ab/calgary/for-lease/retail/unit_108-417_10_street_northwest
"1,230 ft²",Contact,Unit 107 - 417 10 Street Northwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/791306/ab/calgary/for-lease/retail/unit_107-417_10_street_northwest
"3,174 ft²","$12,952/mo",4818 17 Avenue Southeast,"Calgary, AB","$48.97/sf/yr$12,952/mo",Mahmud Rahman,https://www.spacelist.ca/listings/797160/ab/calgary/for-lease/retail/4818_17_avenue_southeast
"1,201 ft²",Contact,8 - 1136 137 Avenue Southeast,"Calgary, AB",ContactContact,Morena Ianniello,https://www.spacelist.ca/listings/709842/ab/calgary/for-lease/retail/8-1136_137_avenue_southeast
"4,810 ft²",Contact,9 - 1136 137 Avenue Southeast,"Calgary, AB",ContactContact,Morena Ianniello,https://www.spacelist.ca/listings/709841/ab/calgary/for-lease/retail/9-1136_137_avenue_southeast
"3,842 ft²",Contact,1 - 2424 4 Street Southwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/782030/ab/calgary/for-lease/retail/1-2424_4_street_southwest
"1,644 ft²",Contact,Unit 340 - 6100 Macleod Trail Southwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/532556/ab/calgary/for-lease/retail/unit_340-6100_macleod_trail_southwest
"2,826 ft²",Contact,Unit 208 - 6100 Macleod Trail Southwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/795654/ab/calgary/for-lease/retail/unit_208-6100_macleod_trail_southwest
"2,026 ft²",Contact,Unit 252 - 6100 Macleod Trail Southwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/795656/ab/calgary/for-lease/retail/unit_252-6100_macleod_trail_southwest
"1,564 ft²",Contact,Unit 240 - 6100 Macleod Trail Southwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/795655/ab/calgary/for-lease/retail/unit_240-6100_macleod_trail_southwest
"2,889 ft²",Contact,1 - 909 1 Avenue Northeast,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/818339/ab/calgary/for-lease/retail/1-909_1_avenue_northeast
"1,000-2,700 ft²",Contact,1 - 608 17 Avenue Southwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/818368/ab/calgary/for-lease/retail/1-608_17_avenue_southwest
"1,456 ft²","$3,033/mo",106 - 80 Sage Hill Road Northwest,"Calgary, AB","$25.00/sf/yr$3,033/mo",Fortesa Miloti,https://www.spacelist.ca/listings/715961/ab/calgary/for-lease/retail/106-80_sage_hill_road_northwest
"1,517 ft²","$3,160/mo",108 - 80 Sage Hill Road Northwest,"Calgary, AB","$25.00/sf/yr$3,160/mo",Fortesa Miloti,https://www.spacelist.ca/listings/715964/ab/calgary/for-lease/retail/108-80_sage_hill_road_northwest
959 ft²,"$1,997/mo",110 - 80 Sage Hill Road Northwest,"Calgary, AB","$25.00/sf/yr$1,997/mo",Fortesa Miloti,https://www.spacelist.ca/listings/715965/ab/calgary/for-lease/retail/110-80_sage_hill_road_northwest
"6,542 ft²","$13,629/mo",120 - 80 Sage Hill Road Northwest,"Calgary, AB","$25.00/sf/yr$13,629/mo",Fortesa Miloti,https://www.spacelist.ca/listings/715967/ab/calgary/for-lease/retail/120-80_sage_hill_road_northwest
"1,322 ft²",Not available,1145 - 76 Westwinds Crescent Northeast,"Calgary, AB","$599,000",Zawar Cheema,https://www.spacelist.ca/listings/733196/ab/calgary/for-sale/retail/1145-76_westwinds_crescent_northeast
"10,952 ft²",Not available,4402 17 Avenue Southeast,"Calgary, AB","$3,410,000",Sean Wang,https://www.spacelist.ca/listings/791606/ab/calgary/for-sale/retail/4402_17_avenue_southeast
"1,050 ft²","$2,362/mo",440 - 10980 38 Street Northeast,"Calgary, AB","$27.00/sf/yr$2,362/mo",Sewak Gill,https://www.spacelist.ca/listings/793243/ab/calgary/for-lease/retail/440-10980_38_street_northeast
"1,000 ft²",Not available,235 Red Embers Way Northeast,"Calgary, AB","$600,000",Rammy Brar,https://www.spacelist.ca/listings/790501/ab/calgary/for-sale/retail/235_red_embers_way_northeast
"7,400 ft²","$15,416/mo",201 - 4715 88 Avenue Northeast,"Calgary, AB","$25.00/sf/yr$15,416/mo",Jasdev Dhillon,https://www.spacelist.ca/listings/798747/ab/calgary/for-lease/retail/201-4715_88_avenue_northeast
"1,322 ft²",Not available,1145 - 76 Westwinds Crescent Northeast,"Calgary, AB","$599,000",Jasdev Dhillon,https://www.spacelist.ca/listings/804649/ab/calgary/for-lease/retail/101-4715_88_avenue_northeast
"10,952 ft²",Not available,4402 17 Avenue Southeast,"Calgary, AB","$3,410,000",Mel Loewen,https://www.spacelist.ca/listings/809682/ab/calgary/for-lease/retail/2145-30_savanna_crescent
"1,050 ft²","$2,362/mo",440 - 10980 38 Street Northeast,"Calgary, AB","$27.00/sf/yr$2,362/mo",Royce Li,https://www.spacelist.ca/listings/812106/ab/calgary/for-sale/retail/152-328_centre_street_south
"1,088-2,960 ft²",Contact,1936 32 Avenue Northeast,"Calgary, AB",ContactContact,Avenue Marketing,https://www.spacelist.ca/listings/423281/ab/calgary/for-lease/retail/1936_32_avenue_northeast
566 ft²,Contact,5919 Macleod Trail SW - 5919 Macleod ...,"Calgary, AB",ContactContact,Bruce Bynoe,https://www.spacelist.ca/listings/805636/ab/calgary/for-lease/retail/5919_macleod_trail_sw-5919_macleod_trail_southwest
"2,062 ft²",Contact,555 Hawkwood Blvd NW,"Calgary, AB",ContactContact,Mahmud Rahman,https://www.spacelist.ca/listings/784725/ab/calgary/for-lease/retail/555_hawkwood_blvd_nw
"1,600 ft²","$2,932/mo",1006 - 4515 Macleod Trail,"Calgary, AB","$22.00/sf/yr$2,932/mo",Jas Sahota,https://www.spacelist.ca/listings/803035/ab/calgary/for-lease/retail/1006-4515_macleod_trail
"3,669 ft²","$11,007/mo",125 - 255 Nolanridge Court Northwest,"Calgary, AB","$36.00/sf/yr$11,007/mo",Caiffy Nagpal,https://www.spacelist.ca/listings/547147/ab/calgary/for-lease/retail/a102_a103-6320_17_avenue_southwest
"3,000 ft²","$11,000/mo",A102 & A103 - 6320 17 Avenue Southwest,"Calgary, AB","$44.00/sf/yr$11,000/mo",Dan Duong,https://www.spacelist.ca/listings/784461/ab/calgary/for-lease/retail/main_floor-6_crowfoot_circle_northwest
"1,130 ft²","$3,578/mo",Main Floor - 6 Crowfoot Circle Northwest,"Calgary, AB","$38.00/sf/yr$3,578/mo",Caiffy Nagpal,https://www.spacelist.ca/listings/559727/ab/calgary/for-lease/retail/125-255_nolanridge_court_northwest
"2,174 ft²",Contact,1595 - 32 Avenue NE - 1595 32 Avenue ...,"Calgary, AB",ContactContact,Bruce Bynoe,https://www.spacelist.ca/listings/809230/ab/calgary/for-lease/retail/1595-32_avenue_ne-1595_32_avenue_northeast
717 ft²,"$1,000/mo",147 - 328 Centre Street South,"Calgary, AB","$16.74/sf/yr$1,000/mo",YMK REAL ESTATE & MANAGEMENT INC,https://www.spacelist.ca/listings/804940/ab/calgary/for-lease/retail/147-328_centre_street_south
"1,913 ft²",Contact,517 10 Avenue Southwest,"Calgary, AB",ContactContact,Alex Morrison,https://www.spacelist.ca/listings/632442/ab/calgary/for-lease/retail/517_10_avenue_southwest
"1,080 ft²",Contact,6208 Rundlehorn Drive Northeast,"Calgary, AB",ContactContact,Larry Tang,https://www.spacelist.ca/listings/808976/ab/calgary/for-lease/retail/6208_rundlehorn_drive_northeast
851 ft²,Not available,140 - Nolanridge Court Northwest,"Calgary, AB","$500,000",Tahir Rafiq,https://www.spacelist.ca/listings/799512/ab/calgary/for-sale/retail/140-nolanridge_court_northwest
"1,145 ft²",Contact,48 - 6130 1A Street Southwest,"Calgary, AB",ContactContact,Ryan Rutherford,https://www.spacelist.ca/listings/774955/ab/calgary/for-lease/retail/48-6130_1a_street_southwest
720 ft²,Contact,32 - 6130 1A Street Southwest,"Calgary, AB",ContactContact,Ryan Rutherford,https://www.spacelist.ca/listings/804085/ab/calgary/for-lease/retail/32-6130_1a_street_southwest
662 ft²,Contact,Retail 1 - 850 11 Street Southwest,"Calgary, AB",ContactContact,Ryan Rutherford,https://www.spacelist.ca/listings/817205/ab/calgary/for-lease/retail/retail_1-850_11_street_southwest
"22,350 ft²",Contact,Level 1 - 850 11 Street Southwest,"Calgary, AB",ContactContact,Ryan Rutherford,https://www.spacelist.ca/listings/817210/ab/calgary/for-lease/retail/level_1-850_11_street_southwest
885 ft²,Contact,203 - 755 Lake Bonavista Drive Southeast,"Calgary, AB",ContactContact,Lori Suba,https://www.spacelist.ca/listings/791316/ab/calgary/for-lease/office-retail/203-755_lake_bonavista_drive_southeast
"807-3,025 ft²",Contact,5701 17 Avenue Southeast,"Calgary, AB",ContactContact,Steven Butt,https://www.spacelist.ca/listings/811361/ab/calgary/for-lease/office-retail/5701_17_avenue_southeast
"1,106 ft²",Contact,3 - 4510 Macleod Trail Southwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/719601/ab/calgary/for-lease/retail/3-4510_macleod_trail_southwest
"5,720 ft²",Contact,CRU #100 - 411 1 St SE,"Calgary, AB",ContactContact,Andrew Kay,https://www.spacelist.ca/listings/632486/ab/calgary/for-lease/retail-medical/cru_100-411_1_st_se
"2,391 ft²",Contact,CRU #210 - 411 1 St SE,"Calgary, AB",ContactContact,Andrew Kay,https://www.spacelist.ca/listings/632487/ab/calgary/for-lease/retail-medical/cru_210-411_1_st_se
390 ft²,Contact,270 - 205 5 Avenue Southwest,"Calgary, AB",ContactContact,Elton Lui,https://www.spacelist.ca/listings/783407/ab/calgary/for-lease/retail/4607_macleod_trail_southwest
983 ft²,Contact,111 - 683 10 Street Southwest,"Calgary, AB",ContactContact,Atinder Shoker,https://www.spacelist.ca/listings/794490/ab/calgary/for-lease/retail/136-4774_westwinds_drive_northeast
"1,307 ft²","$2,069/mo",4607 Macleod Trail Southwest,"Calgary, AB","$19.00/sf/yr$2,069/mo",Simon Choi,https://www.spacelist.ca/listings/736567/ab/calgary/for-lease/retail/270-205_5_avenue_southwest
"1,615 ft²",Contact,136 - 4774 Westwinds Drive Northeast,"Calgary, AB",ContactContact,Ryan Rutherford,https://www.spacelist.ca/listings/790288/ab/calgary/for-lease/retail/170-7_mahogany_plaza_southeast
"1,779 ft²",Contact,170 - 7 Mahogany Plaza Southeast,"Calgary, AB",ContactContact,Kelli Rodriguez,https://www.spacelist.ca/listings/819030/ab/calgary/for-lease/retail/101-4014_macleod_trail_southeast
"1,254 ft²",Contact,120 - 917 85 Street Southwest,"Calgary, AB",ContactContact,JP Li,https://www.spacelist.ca/listings/804512/ab/calgary/for-lease/retail/111-683_10_street_southwest
"1,591 ft²",Contact,101 - 4014 Macleod Trail Southeast,"Calgary, AB",ContactContact,Ryan Rutherford,https://www.spacelist.ca/listings/779884/ab/calgary/for-lease/retail/120-917_85_street_southwest
"2,551 ft²",Contact,Retail 2 - 850 11 Street Southwest,"Calgary, AB",ContactContact,Ryan Rutherford,https://www.spacelist.ca/listings/817209/ab/calgary/for-lease/retail/retail_2-850_11_street_southwest
"3,615 ft²",Contact,"Unit #290 - 3,615 sf - 5255 Richmond Rd SW","Calgary, AB",ContactContact,Kelly Frank,https://www.spacelist.ca/listings/792154/ab/calgary/for-lease/retail-medical-other/unit_290-3615_sf-5255_richmond_rd_sw
"3,092 ft²",Contact,"Unit #156 - 3,092 sf - 8888 Country Hills ...","Calgary, AB",ContactContact,Kelly Frank,https://www.spacelist.ca/listings/792156/ab/calgary/for-lease/retail/unit_156-3092_sf-8888_country_hills_blvd_nw
"1,319 ft²",Contact,3001 26 Avenue Southwest,"Calgary, AB",ContactContact,Rosina Smith,https://www.spacelist.ca/listings/817741/ab/calgary/for-lease/retail/3001_26_avenue_southwest
"2,075 ft²","$1,729/mo",Bay 4 - 3904 1 St NE,"Calgary, AB","$10.00/sf/yr$1,729/mo",Brad Stone,https://www.spacelist.ca/listings/773449/ab/calgary/for-lease/office-retail/bay_4-3904_1_st_ne
"2,200 ft²",Not available,1501 1 Street Southeast,"Calgary, AB","$1,290,000",Andre D'Abadie,https://www.spacelist.ca/listings/810511/ab/calgary/for-sale/retail/1501_1_street_southeast
"75,000 ft²",Contact,207 12 Ave SW,"Calgary, AB",ContactContact,Avenue Commercial,https://www.spacelist.ca/listings/192003/ab/calgary/for-lease/retail/207_12_ave_sw
"2,200-16,000 ft²",Contact,1932 32 Avenue Northeast,"Calgary, AB",ContactContact,Brandon Lau,https://www.spacelist.ca/listings/459012/ab/calgary/for-lease/retail-industrial/1932_32_avenue_northeast
"887-6,081 ft²",Contact,5720 Silver Springs Blvd NW,"Calgary, AB",ContactContact,Brandon Lau,https://www.spacelist.ca/listings/312956/ab/calgary/for-lease/office-retail/5720_silver_springs_blvd_nw
"1,001 ft²",Not available,3121 34 Avenue Southeast,"Calgary, AB","$330,000",Brad Stone,https://www.spacelist.ca/listings/816377/ab/calgary/for-sale/retail/3121_34_avenue_southeast
"10,700 ft²",Not available,3904 1 St NE,"Calgary, AB","$1,850,000",Brad Stone,https://www.spacelist.ca/listings/774864/ab/calgary/for-sale/office-retail/3904_1_st_ne
"3,836 ft²",Not available,Unit 327 - 32 Westwinds Cres NE,"Calgary, AB","$1,095,000",Greg Christensen,https://www.spacelist.ca/listings/381436/ab/calgary/for-sale/retail-industrial-other/unit_327-32_westwinds_cres_ne
"11,750 ft²",Not available,118 5 Avenue Southeast,"Calgary, AB","$3,900,000",Jason Lamer,https://www.spacelist.ca/listings/798032/ab/calgary/for-sale/retail/118_5_avenue_southeast
"1,450 ft²",Not available,1 Quarry Park Boulevard Southeast,"Calgary, AB",Contact,Gene Yamada,https://www.spacelist.ca/listings/800548/ab/calgary/for-sale/retail/1_quarry_park_boulevard_southeast
851 ft²,Not available,3725 Rundlehorn Drive Northeast,"Calgary, AB","$59,000",Timothy Reid,https://www.spacelist.ca/listings/812750/ab/calgary/for-sale/retail/3725_rundlehorn_drive_northeast
"6,008 ft²",Not available,2820 Centre Street North,"Calgary, AB","$2,385,000",Rob Campbell,https://www.spacelist.ca/listings/814802/ab/calgary/for-sale/retail/2820_centre_street_north
"1,695 ft²","$3,531/mo",917 9 Avenue Southeast,"Calgary, AB","$25.00/sf/yr$3,531/mo",Paul Loutitt,https://www.spacelist.ca/listings/815097/ab/calgary/for-lease/retail/917_9_avenue_southeast
"1,700 ft²","$2,691/mo",5720 Macleod Trail Southwest,"Calgary, AB","$19.00/sf/yr$2,691/mo",Phil Yan,https://www.spacelist.ca/listings/788643/ab/calgary/for-lease/retail/5720_macleod_trail_southwest
"4,499 ft²",Not available,626 16 Avenue Northwest,"Calgary, AB","$2,675,000",Daniel Weiner,https://www.spacelist.ca/listings/791710/ab/calgary/for-sale/retail/626_16_avenue_northwest
"196,981 ft²",Not available,5751 Signal Hill Centre Southwest,"Calgary, AB","$149,000",Ming Cheng,https://www.spacelist.ca/listings/795302/ab/calgary/for-sale/retail/5751_signal_hill_centre_southwest
"4,821 ft²",Not available,117 - 5718 1A Street Southwest,"Calgary, AB","$1,200,000",Agron Miloti,https://www.spacelist.ca/listings/803120/ab/calgary/for-sale/retail/117-5718_1a_street_southwest
"1,001 ft²","$2,502/mo",4A - 3121 34 Ave SE,"Calgary, AB","$30.00/sf/yr$2,502/mo",Brad Stone,https://www.spacelist.ca/listings/802894/ab/calgary/for-lease/retail/4a-3121_34_ave_se
"467-7,479 ft²",Contact,The HARRISON - 1841 33 Avenue Southwest,"Calgary, AB",ContactContact,Alex Morrison,https://www.spacelist.ca/listings/458650/ab/calgary/for-lease/office-retail-medical/the_harrison-1841_33_avenue_southwest
"1,500-4,134 ft²",Contact,140 11 Avenue Southwest,"Calgary, AB",ContactContact,Andrew Kay,https://www.spacelist.ca/listings/559083/ab/calgary/for-lease/retail/140_11_avenue_southwest
876 ft²,Not available,86 Erin Woods Court Southeast,"Calgary, AB","$275,000",Yan Gong,https://www.spacelist.ca/listings/772644/ab/calgary/for-sale/retail/86_erin_woods_court_southeast
235 ft²,Not available,282 - 328 Centre Street South,"Calgary, AB","$119,900",Joanna Dam,https://www.spacelist.ca/listings/778265/ab/calgary/for-sale/retail/282-328_centre_street_south
275 ft²,Not available,266 - 328 Centre Street South,"Calgary, AB","$119,900",Joanna Dam,https://www.spacelist.ca/listings/778266/ab/calgary/for-sale/retail/266-328_centre_street_south
"1,525 ft²","$5,083/mo",104 - 305 10 Street Northwest,"Calgary, AB","$40.00/sf/yr$5,083/mo",Darya Pfund,https://www.spacelist.ca/listings/800551/ab/calgary/for-lease/retail/104-305_10_street_northwest
"2,485 ft²","$5,384/mo",441 11 Avenue Southeast,"Calgary, AB","$26.00/sf/yr$5,384/mo",Peter Rallios,https://www.spacelist.ca/listings/800916/ab/calgary/for-lease/retail/441_11_avenue_southeast
"1,156 ft²",Not available,3138 - 4310 104 Avenue Northeast,"Calgary, AB","$760,000",Ramesh Verma,https://www.spacelist.ca/listings/802866/ab/calgary/for-sale/retail/3138-4310_104_avenue_northeast
"1,200 ft²",Not available,224 - 500 Royal Oak Drive Northwest,"Calgary, AB","$899,500",Harnoor Maan,https://www.spacelist.ca/listings/804654/ab/calgary/for-sale/retail/224-500_royal_oak_drive_northwest
"3,760 ft²","$11,906/mo",1410 - 6004 Country Hills Boulevard Northeast,"Calgary, AB","$38.00/sf/yr$11,906/mo",Jason Lamer,https://www.spacelist.ca/listings/810514/ab/calgary/for-lease/retail/1410-6004_country_hills_boulevard_northeast
960 ft²,Not available,920 36 Street Northeast,"Calgary, AB","$149,900",Mingu Kyoung,https://www.spacelist.ca/listings/798611/ab/calgary/for-sale/retail/920_36_street_northeast
"1,368 ft²",Contact,Unit 4307 - Main Floor - Macleod Trail South,"Calgary, AB",ContactContact,Morena Ianniello,https://www.spacelist.ca/listings/782723/ab/calgary/for-lease/retail/unit_4307-main_floor-macleod_trail_south
548 ft²,Contact,Unit 4307 - Mezzanine - Macleod Trail South,"Calgary, AB",ContactContact,Morena Ianniello,https://www.spacelist.ca/listings/782725/ab/calgary/for-lease/retail/unit_4307-mezzanine-macleod_trail_south
"1,159 ft²",Contact,Unit 4315 - Macleod Trail South,"Calgary, AB",ContactContact,Morena Ianniello,https://www.spacelist.ca/listings/796575/ab/calgary/for-lease/retail/unit_4315-macleod_trail_south
"2,461 ft²",Contact,Main Floor  - 208 16 Avenue Northeast,"Calgary, AB",ContactContact,Morena Ianniello,https://www.spacelist.ca/listings/782141/ab/calgary/for-lease/retail/main_floor_-208_16_avenue_northeast
464 ft²,Contact,2 - 2055 16 Avenue Northwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/721054/ab/calgary/for-lease/retail/2-2055_16_avenue_northwest
"810-3,895 ft²",Contact,1428 17 Avenue Southwest,"Calgary, AB",ContactContact,Jeff Robson,https://www.spacelist.ca/listings/746529/ab/calgary/for-lease/retail/1428_17_avenue_southwest
"2,350 ft²",Contact,CRU 103 - 606 Confluence Way Southeast,"Calgary, AB",ContactContact,Jeff Robson,https://www.spacelist.ca/listings/791279/ab/calgary/for-lease/retail/cru_103-606_confluence_way_southeast
"2,142 ft²",Contact,110 - 1220 Kensington Rd NW,"Calgary, AB",ContactContact,Jeff Robson,https://www.spacelist.ca/listings/811230/ab/calgary/for-lease/retail/110-1220_kensington_rd_nw
"1,559 ft²","$3,247/mo",102 - 80 Sage Hill Road Northwest,"Calgary, AB","$25.00/sf/yr$3,247/mo",Fortesa Miloti,https://www.spacelist.ca/listings/777111/ab/calgary/for-lease/retail/102-80_sage_hill_road_northwest
"1,151 ft²","$4,220/mo",1530 - 6004 Country Hills Boulevard Northeast,"Calgary, AB","$44.00/sf/yr$4,220/mo",Pipan Kumar,https://www.spacelist.ca/listings/784631/ab/calgary/for-lease/retail/1530-6004_country_hills_boulevard_northeast
"2,183 ft²","$6,185/mo",5 - 4655 37 Street Southwest,"Calgary, AB","$34.00/sf/yr$6,185/mo",Peter Nam,https://www.spacelist.ca/listings/809960/ab/calgary/for-lease/retail/5-4655_37_street_southwest
889 ft²,Not available,Building B - 53 Copperpond Place Southeast,"Calgary, AB","$613,410",Michael Levesque,https://www.spacelist.ca/listings/810661/ab/calgary/for-sale/retail/building_b-53_copperpond_place_southeast
"1,806 ft²",Not available,Building C - 65 Copperpond Landing,"Calgary, AB","$1,246,140",Michael Levesque,https://www.spacelist.ca/listings/810663/ab/calgary/for-sale/retail/building_c-65_copperpond_landing
531 ft²,Not available,142 - 1111 6 Avenue Southwest,"Calgary, AB","$349,900",Mark Wang,https://www.spacelist.ca/listings/794481/ab/calgary/for-sale/retail/142-1111_6_avenue_southwest
955 ft²,Contact,Unit 4339 - Macleod Trail South,"Calgary, AB",ContactContact,Morena Ianniello,https://www.spacelist.ca/listings/782726/ab/calgary/for-lease/retail/unit_4339-macleod_trail_south
"2,327 ft²",Contact,Basement  - 208 16 Avenue Northeast,"Calgary, AB",ContactContact,Morena Ianniello,https://www.spacelist.ca/listings/782142/ab/calgary/for-lease/retail/basement_-208_16_avenue_northeast
"5,086 ft²",Contact,Unit 103A - 1414 Kensington Road Northwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/795915/ab/calgary/for-lease/retail/unit_103a-1414_kensington_road_northwest
"1,360 ft²",Contact,Unit 103 - 1414 Kensington Road Northwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/795914/ab/calgary/for-lease/retail/unit_103-1414_kensington_road_northwest
522 ft²,Contact,1 - 2055 16 Avenue Northwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/432765/ab/calgary/for-lease/retail/1-2055_16_avenue_northwest
"6,061 ft²",Contact,1800 4th Street SW - 1800 4 Street Southwest,"Calgary, AB",ContactContact,Hani Abdelkader,https://www.spacelist.ca/listings/813710/ab/calgary/for-lease/retail/1800_4th_street_sw-1800_4_street_southwest
"1,100 ft²","$4,491/mo",101 14 Avenue Southeast,"Calgary, AB","$49.00/sf/yr$4,491/mo",Greg Christensen,https://www.spacelist.ca/listings/801144/ab/calgary/for-lease/retail/101_14_avenue_southeast
"1,963 ft²",Contact,2 - 5010 4 Street Northeast,"Calgary, AB",ContactContact,Jeff Robson,https://www.spacelist.ca/listings/818720/ab/calgary/for-lease/retail/2-5010_4_street_northeast
"1,127 ft²",Contact,410 - 318 Nolanridge Crescent Northwest,"Calgary, AB",ContactContact,Andrew Kay,https://www.spacelist.ca/listings/813386/ab/calgary/for-lease/retail/410-318_nolanridge_crescent_northwest
"3,775 ft²",Contact,CRU 109 - 606 Confluence Way Southeast,"Calgary, AB",ContactContact,Jeff Robson,https://www.spacelist.ca/listings/791278/ab/calgary/for-lease/retail/cru_109-606_confluence_way_southeast
"27,000 ft²",Not available,Nolanridge Court Northwest,"Calgary, AB","$450,000",Tahir Rafiq,https://www.spacelist.ca/listings/798603/ab/calgary/for-sale/retail/nolanridge_court_northwest
"1,341 ft²","$5,028/mo",A-111 - 235 Red Embers Way Northeast,"Calgary, AB","$45.00/sf/yr$5,028/mo",Rammy Brar,https://www.spacelist.ca/listings/798411/ab/calgary/for-lease/retail/a-111-235_red_embers_way_northeast
"3,407 ft²","$10,221/mo",4 & 5 - 4655 37 Street Southwest,"Calgary, AB","$36.00/sf/yr$10,221/mo",Peter Nam,https://www.spacelist.ca/listings/801193/ab/calgary/for-lease/retail/4_5-4655_37_street_southwest
"8,106 ft²","$16,887/mo",F982 - 9737 Macleod Trail Southwest,"Calgary, AB","$25.00/sf/yr$16,887/mo",Claude La Monaca,https://www.spacelist.ca/listings/805104/ab/calgary/for-lease/retail/f982-9737_macleod_trail_southwest
"1,050 ft²","$2,887/mo",14 - 1324 10 Avenue Southwest,"Calgary, AB","$33.00/sf/yr$2,887/mo",Peter Nam,https://www.spacelist.ca/listings/805874/ab/calgary/for-lease/retail/14-1324_10_avenue_southwest
"1,224 ft²","$3,468/mo",4 - 4655 37 Street Southwest,"Calgary, AB","$34.00/sf/yr$3,468/mo",Peter Nam,https://www.spacelist.ca/listings/809946/ab/calgary/for-lease/retail/4-4655_37_street_southwest
